timestamp|channel_name|series_id|program_id|program_name|keywords|named_entities|google_trends|brand_mentions|commercial_count|etag
2018-02-11 23:00|wabcdt|SH02612933|SH026129330000|Eyewitness News at 11|An FDNY fire engine punched:1,Plus the D pay:1,A Grand Canyon helicopter tour crashed:1,joined the team:1,using our updated abc7ny news app:1,celebrates a pastor's new name:1,misled the president:1,meet the right person:1,the Empire State Building wind:1,The Rangers front office announced:1|New York City:8,Manhattan:1,Cyrus Vance:1,Queens:2,David Wright:2,White House:2,Kirsten Gillibrand:1,Roger Ailes:1,Roy Moore:1,Ohio:1,Quinton Smith:1,Central Park:2,Americans:1,Grand Canyon:2,Marci Gonzalez:2,ABC News:2,Senate:1,Brooklyn:2,NJ Transit:1,Bolivia:1,Hose:1,Rio de Janeiro:1,Brazilians:1,Wisconsin:1,Tennessee:1,Kentucky:1,Millstone:2,Sussex:1,Monticello:1,Long Island:4,Monmouth:2,Couch:1,Joel Osteen:1,Michael Beasley:1,Boston:1,Paul Pierce:1,Rick Nash:1,Winnipeg:1,Jimmy Vesey:1,Florida:1,Serena Williams:2,Giancarlo Stanton:1,Aaron:1,Zack Wheeler:1,Steven Matz:1,Venus:1,South Korea:1,Norway:1,Netherlands:1,Germany:1,Russia:2,Moscow:1,Vladimir Putin:1,China:1,Alabama:1,Birmingham:1,Alaska:2,JetBlue:1,Radar:1,Houston:1,Texas:1,Saint Peter:1,Bible:1,Jesus:1,Jacob:13,Egypt:2,Egyptians:1,Jehovah:1|Grand Canyon:6,Paul Pierce:1||4|7d4a3af644f7fb73e8af4be564d5e924
2018-02-11 05:30|wnbcdt|EP02493517|EP024935170075|Matter of Fact With Soledad O'Brien|grasp the severity:1,contaminate the environment:1,tracks the student's contact:1,An MRI machine shipped:1,got the piece:1,a correction officer jumped:1,release cheater's edition:1,destroy the sense:1,scam your way:1,add another medal:1|Texas:1,Intelligence:1,Russia:2,California:2,Illinois:1,Chicago:1,Feds:1,Don Milton:1,Influenza:1,Donald Trump:1,Twitter:1,Monopoly:1,Hasbro:2,Soledad O'Brien:1,Storm:1,New Jersey:1,Long Island:1,Rikers Island:1,Easter Bunny:1,Jay:1,Colorado:1,Americans:1,Pyongyang:1,Norway:1|Homeland:3||3|6a3563ca32532d25cad68654366c3837
2018-02-11 10:30|wnbcdt|EP00002866|EP000028661368|Meet the Press|meet the right person:1,win this battle:1,trust the president's word:1,represent this swing group:1,expedite this process:1,bless someone:1,use this warfare:1,ensure the integrity:1,hold the president:1,affect your family line:1|White House:4,NBC:2,Congress:1,Fair:1,Mike Tyson:1,Roy Moore:1,Americans:9,Iraq:1,Syria:1,Jeff Flake:1,Arizona:1,Senate:9,Lindsey Graham:1,Erick Erickson:1,Paul Manafort:1,Steve Bannon:1,Kristen Welker:2,Donald Trump:1,The West Wing:1,Capitol Hill:2,Rein:1,Russia:13,NBC News:2,Feds:1,Russians:4,Facebook:2,Ukraine:1,Florida:1,Clint:1,South Korea:1,Boeing:2,Ohio:1,Neil Gorsuch:1,Miami:1,Houston:1,Texas:1,Saint Peter:1,Bible:1,Jesus:1,Jacob:12,Egypt:2,Egyptians:1,Jehovah:1||Facebook:2|3|be83bc9fbd7149837b4c057b717861ef
2018-03-05 11:00|wabcdt|EP00225395|EP002253954960|The View|combine ancestry's DNA test:1,Enjoy the view:1,Stop trulicity:1,misinterpret the joke:1,receiving the Jean hershel award:1,call this Oscar lotion:1,try pluggable Febreze:1,approach the subject matter:1,Donald trump surprised:1,stevphe Colbert roasted:1|Kick:1,Jimmy Kimmel:4,Hollywood:9,Ana Navarro:3,Joy Behar:1,Meghan McCain:1,Fox:4,Mike Pence:1,Harvey Weinstein:1,Jimmy Fallon:1,Christopher Plummer:3,Chris Christie:1,Kevin Spacey:1,Jane Fonda:1,Helen Mirren:1,Maya Rudolph:1,Donald Trump:1,Green Mountain:1,Sumatra:2,Downy:1,Iams:1,Christian:3,Sara Haines:1,Elizabeth Taylor:1,Jordan Peele:1,Stephen Colbert:2,White House:2,Corre:1,Kit Kat:1,Marines:1,Brooklyn:1,Ireland:2,Listerine:1,Deborah Lippmann:2,Allison Janney:1,Courtney:1,Heat:1,Hawaii:1,Oklahoma:1,David:2|Kevin Spacey:1||5|80acf0168bfca1fa6cec1607c8c90f85
2018-03-04 01:32|wnbcdt|SH01246381|SH012463810000|Talk Stoop|produce a Late Night talk show:1,filter it:1,help you:1,end this interview:1,name it:1,smoke a bowl:1,entertain a lot:1,shove it:1,Allison Wentworth coming:1,love every James Bond movie:1|HBO:1,Curb Your Enthusiasm:1,James Bond:4,Zeus:1,Brooklyn:3,Anger:1,God:1,Kaput:1,SWAT:1,Amy Sedaris:3,Ali Wentworth:2,North Carolina:1,David:1,Paul Giamatti:1,Josh Hamilton:1,Julianne Moore:4,George Stephanopoulos:1,Greeks:1,John Leguizamo:1,Walleye:1,Latin:6,Virginia:1,David Farragut:2,Facebook:1||Facebook:1|2|87ab2dbb90fa97e55d5211b14db3b08b
2018-03-18 04:00|cnnhd|EP02208851|EP022088511164|CNN Newsroom Live|bless every human law:1,end the Russia investigation:1,the Russia investigation end:1,form e FBI deputy director:1,investigate whether president:1,this president steam:1,stop the Mueller investigation:1,Donald Trump's real name used:1,view the evidence:1,Russia's response change:1|Vladimir Putin:11,Moscow:9,Americans:1,Atlanta:1,CNN:11,Donald Trump:6,Andrew McCabe:3,Robert Mueller:4,James Comey:4,Michael Flynn:1,Russia:20,Twitter:2,Jeff Sessions:1,Congress:2,BMW:1,Joseph Stalin:1,Russians:2,London:1,Brussels:1,Sweden:2,Ukraine:1,Crimea:1,Theresa May:1,Greece:1,Europe:1,Syria:3,Turkey:1,Hair:1,Los Angeles:1,Miami:1,Florida:1,California:4,Kenya:10,East Africa:1,Reuters:1,Tanzania:1,Australia:1,Western Australia:1,Antarctic:9,Chile:1,Yankee:1|Putin:10|BMW:1|4|d9cd52117f318a835612b408d7296719
2018-03-18 08:00|cnnhd|EP01870762|EP018707620599|Inside Politics|doubt the intelligence community's January assessment:1,the McConnell team got:1,firing the former FBI deputy director:1,the president calling:1,crosses the president's so-called red line:1,The Chernobyl cloud poisoning:1,the Cambridge analytica operation worked:1,good guy Danny tarkanan run:1,mentioned the Cambridge analytica story:1,shoot this trial balloon:1|Russia:9,House:2,CNN:2,Jeff Zeleny:1,Cambridge:4,Jeff Sessions:6,Andrew McCabe:7,Jared Kushner:2,Capitol Hill:2,Russians:1,Congress:2,Senate:7,Mitch McConnell:3,Paul Ryan:3,James Comey:4,Twitter:1,Facebook:4,White House:3,The West Wing:2,Hawk:1,Iran:1,Pennsylvania:8,Hillary Clinton:1,Milwaukee:1,Nancy Pelosi:2,New Jersey:2,Alabama:3,Donald Trump:3,Chernobyl:1,Nevada:2,Steve Bannon:1,Christine O'Donnell:1,Robert Mueller:1,California:1,Scott Pruitt:1,China:1,Vladimir Putin:1,Mark Warner:2,Richard Burr:1,Sweden:1,New Hampshire:1,Arizona:1,Jeff Flake:1,Ohio:1,John Kasich:1|Putin:1|Facebook:4|5|031c6018c96e1d5c632ca760f858e78b
2018-03-18 13:00|cnnhd|EP01063946|EP010639460385|Fareed Zakaria GPS|convince the president:1,justify the president's views:1,label China A currency manipulator:1,helped the trump campaign target voters:1,support the bill:1,condition the whole neighborhood:1,Embrace the chance:1,mimic the movement:1,shares the president's view:1,A poisoned spy holds:1|Fareed Zakaria:2,London:15,Twitter:4,Russia:73,Iran:39,Pompeo:3,North Korea:14,NATO:2,China:12,Rex Tillerson:2,Yemen:2,Richard Haas:2,Allstate:6,Wish:1,Heat:2,Samsung:9,David Miliband:5,David:3,Theresa May:2,Vladimir Putin:12,Europe:6,Saudi Arabia:3,Israel:2,Donald Trump:8,White House:2,Venezuela:2,Peter Navarro:2,Boris Johnson:2,Pulitzer Prize:1,Moscow:5,Bear:2,Bill Browder:4,Miami:2,Paris:2,Russians:23,Luke Harding:3,Cambridge:6,KGB:2,Facebook:2,Ohio:2,Michigan:2,John McCain:2,Germany:1,France:3,Yogi:1,Bermuda:1,CNN:2,CDW:2,Intel Core:1,Lenovo:1,Iceland:3,Sweden:2,Belgium:2,Pompey:1,Iraq:1,Tehran:1,Hawk:1,T. Rowe Price:1,TD Ameritrade:1,Matthew Chance:1|Putin:49|Samsung:9,Facebook:2|5|e58757d9cb86f95fe3d4e0846e6b806c
2018-03-18 14:00|cnnhd|EP01942075|EP019420750984|CNN Newsroom With Fredricka Whitfield|investigation the way:1,nominate a bag:1,block the president's picks:1,the Massachusetts attorney general announcing:1,this young girl action checked:1,the inspector general report indicates:1,the president's rants impacted:1,one watch dog group received:1,prove no collusion:1,a young basketball player began:1|Muslim:1,Congress:2,Robert Mueller:8,CNN:4,Andrew McCabe:5,James Comey:1,White House:2,Twitter:1,Russia:8,Jeff Flake:1,Arizona:2,Mitch McConnell:1,Paul Ryan:2,NBC:2,New Hampshire:1,Ana Navarro:4,David:4,Trey Gowdy:1,Goud:1,Marco Rubio:2,Rand Paul:1,Lindsey Graham:3,Donald Trump:2,Pennsylvania:7,Vladimir Putin:6,Moscow:2,Russians:1,Cambridge:8,Facebook:9,Amy Klobuchar:1,Mark Zuckerberg:1,Senate:2,Massachusetts:3,Americans:4,United Kingdom:2,Liberty Mutual:1,Solidarity:1,John McCain:5,North Korea:1,Vietnam:1,Hawk:1,China:1,Beijing:1,Mexico:3,T. Rowe Price:1,Miami:1,Commonwealth:2,Fria:1,Michigan:1,Chad Myers:1,Kate Baldwin:1,Sanjay Gupta:1,San Antonio:1,Los Angeles:1,California:1,John Deere:1,Baker:1,Ireland:1,HBO:2,AT&T:1|Putin:6,Amy Yu:1|Facebook:9,AT&T:1|6|2f8231446cf1e9badf1f6cfcfcf976ed
2018-03-18 15:00|cnnhd|EP01942075|EP019420750986|CNN Newsroom With Fredricka Whitfield|"the hartford"" Los Angeles class nuclear attack submarine prepares:1,confront the president:1,degree Angle's 0.23 upper dplosity:1,understand the role:1,bring former CNN Moscow bureau chief Jill Daugherty:1,The wkennedy family represented:1,wrap this investigation:1,got everybody possible voter:1,the U.S. navy operate:1,hast the patchy beard:1"|Russia:16,Robert Mueller:10,Twitter:2,Congress:3,Andrew McCabe:1,White House:1,Paul Ryan:5,CNN:4,Senate:1,Pennsylvania:2,Russians:2,Vladimir Putin:6,Moscow:5,Boomerang:1,Time:2,AARP:1,Crimea:1,Jill Dougherty:1,Arctic:7,Alaska:2,Los Angeles:1,Angle:1,Facebook:20,Baker:1,Liberty Mutual:1,Mark Zuckerberg:1,Cambridge:9,Americans:4,Europe:1,Fria:1,HBO:2,AT&T:1,Sweden:3,North Korea:7,Swedes:2,Pyongyang:1,TD Ameritrade:1,Thou:1,Flo:1,Ireland:1,Hollywood:1,Rhode Island:1,Billy Graham:1,Texas:1,Virginia:1,Jordan:1,Bayer:1|Putin:8|Facebook:20,AT&T:1|3|3c993639032dc877ba402d8365cb5d81
2018-03-18 18:00|cnnhd|EP01942057|EP019420570440|CNN Newsroom With Ana Cabrera|only the deputy attorney general fire:1,the number one mobile banking app got:1,oversee this investigation:1,writing an Exxon race memo:1,The first interest rate hike coming:1,degree Angle's .23 upper velocity:1,a Pennsylvania teen missing:1,Tomorrow Treasury secretary Steve mnuchin meets:1,hold the first news conference:1,landed the president:1|Robert Mueller:10,Russians:3,James Comey:4,Andrew McCabe:2,Senate:1,Arizona:1,John McCain:1,White House:1,Twitter:3,Russia:19,Archibald Cox:2,Congress:2,CNN:11,USA Today:1,Donald Trump:1,Trey Gowdy:1,Exxon:1,Hillary Clinton:1,Jeff Sessions:1,Americans:2,Ken Starr:1,Jeff Flake:1,Facebook:11,Arctic:12,TD Ameritrade:1,Massachusetts:1,Cambridge:10,Matthew Rosenberg:1,Steve Bannon:1,Insight:1,Treasury:1,Argentina:1,AT&T:2,Time Warner:1,Netflix:1,Fria:1,Paris:1,NATO:1,Angle:1,Alaska:1,China:1,Moscow:1,Pennsylvania:4,Mexico:3,Time:2,AARP:1,Florida:1,Puerto Rico:3,Anger:1,Flo:1,T. Rowe Price:2,Miriam:1,Wells Fargo:1|Putin:1,Amy Yu:1|Facebook:11,AT&T:2,Amazon:1,Wells Fargo:1|6|9f72db5f59a2e205aa0026dc70712f1d
2018-03-18 01:00|fnchd|EP02189222|EP021892220122|The Greg Gutfeld Show|discuss the Russia investigation:1,President trump got:1,handled this FISA abuse story:1,gather honey:1,waste so much money:1,answer that same question:1,stop the flow:1,talk the topic:1,wrote that piece:1,degree this anthropology:1|Jeanine Pirro:2,Treasury:3,Van Halen:3,Sammy Hagar:3,David Lee Roth:3,Sam Elliott:3,John Goodman:3,Russia:9,Donald Trump:28,Iran:5,Hillary Clinton:17,India:8,Dale Carnegie:3,Indian Americans:3,Americans:10,Bill Clinton:6,White House:3,Allstate:4,Mexico:2,North Korea:4,Mars:18,Thou:2,World War III:3,Pilates:3,Hammer:3,Couch:3,Lewis:3,Katy Perry:15,American Idol:15,Benjamin:2,Russell Brand:4,Luke Bryan:2,Jesse Watters:1,Benghazi:1,Texas:1,Florida:2,Ohio:1,North Carolina:1,Michigan:1,Iowa:1,Barack Obama:1,Wisconsin:1,Mike Rowe:1,Manhattan:2,Latino:1,Robert Mueller:1,George W. Bush:1,Colin Powell:1,Taliban:1,Intel:1,Europe:1,Vladimir Putin:2,Andrew McCabe:1,Sidney Blumenthal:1,Nancy Pelosi:1,Bros:3,Turkey:1,California:1,Chad:1,Jesse:1,Will Smith:1,Chevrolet:1,USAA:3,Boomerang:1,Liberty Mutual:1,Wish:1,T. Rowe Price:1|Putin:3|McDonald's:1,Intels:1|7|43d0f2ad7d5d7701986ce4f2849dda2d
2018-03-18 13:00|fnchd|EP01102975|EP011029750816|America's News Headquarters|execute the president's national security strategy:1,the Given's president trump attacked:1,The FBI deputy director recused:1,trust the president:1,respect a prosecutor:1,senator McCaskill brown:1,Applied the day:1,seize the moment:1,enhance special counsel Robert Mueller:1,the Opportunity talk:1|Robert Mueller:4,China:4,Twitter:3,Andrew McCabe:8,James Comey:3,George W. Bush:1,Jeff Sessions:1,White House:1,Fair:1,Ken Starr:1,Bill Clinton:2,Hillary Clinton:1,India:1,Ohio:1,Alabama:1,Chris Wallace:1,Trey Gowdy:1,South Carolina:4,Ralph Norman:1,Canada:2,Mexico:1,Mark Sanford:1,BMW:1,Michelin:1,Volvo:1,Congress:3,Senate:2,Americans:1,South Korea:2,North Korea:8,Patty:1,Moscow:1,Vladimir Putin:5,Allstate:1,Samsung:1,Pennsylvania:1,Powerball:2,Russia:7,Alan Mendoza:1,Iran:5,Unison:1,Crimea:1,Florida:2,Australia:2,T. Rowe Price:1,Marco Rubio:1,Jeff Katz:1,Virginia:1,Fox:1,Indiana:1,Hollywood:1,Dover:1,Phil Keating:1,Miami:3,Cuba:2,Ecuador:1|Powerball winner:1,Putin:8|BMW:1,Samsung:1|3|e6e690c5ebb6ca477a7022cab71b6ba6
2018-03-18 17:00|fnchd|EP02189222|EP021892220122|The Greg Gutfeld Show|discuss the Russia investigation:1,President trump got:1,handled this FISA abuse story:1,gather honey:1,waste so much money:1,answer that same question:1,stop the flow:1,talk the topic:1,wrote that piece:1,degree this anthropology:1|Jeanine Pirro:2,Treasury:3,Van Halen:3,Sammy Hagar:3,David Lee Roth:3,Sam Elliott:3,John Goodman:3,Russia:9,Donald Trump:28,Iran:5,Hillary Clinton:17,India:8,Dale Carnegie:3,Indian Americans:3,Americans:10,Bill Clinton:6,White House:3,Allstate:4,Mexico:2,North Korea:4,Mars:18,Thou:2,World War III:3,Pilates:3,Hammer:3,Couch:3,Lewis:3,Katy Perry:15,American Idol:15,Benjamin:2,Russell Brand:4,Luke Bryan:2,Jesse Watters:1,Benghazi:1,Texas:1,Florida:2,Ohio:1,North Carolina:1,Michigan:1,Iowa:1,Barack Obama:1,Wisconsin:1,Mike Rowe:1,Manhattan:2,Latino:1,Robert Mueller:1,George W. Bush:1,Colin Powell:1,Taliban:1,Intel:1,Europe:1,Vladimir Putin:2,Andrew McCabe:1,Sidney Blumenthal:1,Nancy Pelosi:1,Bros:3,Turkey:1,California:1,Chad:1,Jesse:1,Will Smith:1,Chevrolet:1,USAA:3,Boomerang:1,Liberty Mutual:1,Wish:1,T. Rowe Price:1|Putin:3|McDonald's:1,Intels:1|4|374ed9028a4b539d906291316d5a3c6f
2018-03-18 20:00|fnchd|SH02862192|SH028621920000|The Wise Guys|oversee this investigation:1,At& T network security helps:1,admire this guy:1,the GDP report compared:1,question the department:1,join this branch:1,affect the outcome:1,add Activia yogurt:1,back bill:1,hire a vet:1|Andrew McCabe:1,Bill Bennett:2,Oliver North:2,American Life:2,Maria Bartiromo:2,Bill Clinton:2,Ari Fleischer:2,George W. Bush:6,Congress:14,Russians:10,Fair:2,Whitewater:2,Allstate:5,Americans:6,Chicago:2,Twitter:3,New York City:2,Capitol Hill:3,Nancy Pelosi:2,Armageddon:2,New Hampshire:1,Vladimir Putin:1,Donald Trump:5,Dan Quayle:2,Jimmy Carter:2,Europe:1,Hillary Clinton:1,Fox:2,Activia:1,The New York Times:2,Aldous Huxley:2,Bayer:1,James Carville:2,Iran:4,Saudi Arabia:2,Tehran:2,India:4,Muslim:2,Mumbai:2,Pentagon:2,Walter Reed:2,Bluetooth:1,Chevrolet:2,Kelly Wright:2,Texas:8,Greg Abbott:1,Samsung:1|Putin:2|Samsung:1|5|d71052ae296c8869ced141234abf2d86
2018-03-18 21:00|fnchd|EP02706401|EP027064010040|The Next Revolution With Steve Hilton|the number one mobile banking app got:1,side this business:1,pull that line:1,the president considering:1,The AT&T network helping:1,paid the president:1,overshadow the trump campaign:1,depose a duly elected president:1,need a total energy boycott:1,vote the way:1|Robert Mueller:4,Steve Hilton:1,Andrew McKay:1,Donald Trump:8,Hillary Clinton:4,Pfizer:1,Trey Gowdy:4,Russia:11,Andrew McCabe:1,Martha Stewart:1,Ann Coulter:2,Wells Fargo:2,California:9,Harvey Weinstein:1,Gary Cohen:1,Goldman Sachs:1,Costco:1,Nancy Pelosi:2,New Hampshire:1,Allstate:1,Americans:1,Israel:1,Mexico:3,Red Lobster:1,AT&T:1,Ukraine:2,White House:1,Saudi Arabia:1,Sudan:2,China:7,CBS:1,Qualcomm:1,Paul Manafort:2,Ronald Reagan:1,James Baker:1,Virginia:1,Russians:1,John Podesta:1,Apple:1,Congress:4,Twitter:1,Couch:1,Moscow:2,Iran:1,Vladimir Putin:2,Duracell:1,Bluetooth:1,Xi Jinping:1,Europe:1|Putin:2|Wells Fargo:2,AT&T:1,Apple:1|3|17a332fd70aeffd83a5ff71f5d7316a8
2018-03-18 00:00|mnbchd|EP02743740|EP027437400170|The Beat With Ari Melber|sign this agreement:1,bring Gillette quality:1,fix this problem:1,box the president:1,the news stop:1,note the imagery:1,combat the fake news problem:1,broke the news:1,narrate the ms-13 violence:1,pack the jury:1|Donald Trump:14,Heat:1,Keith Schiller:1,Trump Tower:2,New York City:1,Nancy Smith:1,Gretchen Carlson:1,Miss Universe:1,Pulitzer Prize:1,MSNBC:1,Los Angeles:1,Hollywood:2,Ramo:1,Facebook:4,Russia:5,White House:4,Universe:1,David:5,Hillary Clinton:1,Las Vegas:2,Russians:2,Europe:1,James Clapper:1,Mark Zuckerberg:1,Americans:1,Gillette:1,TripAdvisor:2,Ronald Reagan:1,Pennsylvania:1,Graceland:1,Mercedes-Benz:1,Rihanna:2,Chris Brown:2,Tucker Carlson:1,Google:2,Lawyer:1,Twitter:1,London:1|Putin:5|Facebook:4,Mercedes-Benz:1,Google:2|6|a82ffa1d30cb253538f60171d839a27a
2018-03-18 03:00|mnbchd|EP02487428011|EP0248742801100/2|Dateline|raced the Blood Mountain feeder path:1,Our lead investigator began:1,The district attorney brought:1,A GBI spokesman updated:1,The S.W.A.T. team dispatched:1,The rescue squad began:1,sheriff Mahoney's office involved:1,A friend appealed:1,reprimand the other dog owners' behavior:1,The kidnapping charge anted:1|Maine:2,Thumbnail:1,Atlanta:7,Walgreens:4,John Tabor:4,Florida:3,Tonya:3,Laura Walker:1,North Carolina:3,Colorado:1,David Mahoney:1,Transylvania:1,Upstate New York:1,New Zealand:1,Europe:1,United States:1,Texas:1,Tennessee:1,Hollywood:1,Marshal:1|||3|a2cbb0a3aedce1f80401d95f83155a9d
2018-03-18 04:00|mnbchd|EP02487428011|EP0248742801111/2|Dateline|joined the army:1,the Georgia information allowed:1,murdered nurse and mother Sheryl Dunlap:1,received the diagnosis:1,slashed Sheryl Dunlap's tire:1,portray Hilton:1,described the dog:1,A defense neuropsychologist tested:1,deliberate nothing:1,salvage the audio Hilton:1|Walgreens:4,Florida:16,North Carolina:5,Argentina:1,Miami:1,Arnold Schwarzenegger:1,Straw:1,Atlanta:1,Yankee:1,Brown:1,Freedman:1,Murphy:1,Colorado:1|||4|bc6dc1a6ba18af41f01252722bddc11f
2018-03-18 05:00|mnbchd|EP02487428|EP024874280042|Dateline|reviewed particularly Matt's claim:1,tape that stuff:1,Leili's defense attorney insisted:1,Matt leili mentioned:1,ran a small business:1,The home security system appeared:1,got no problem:1,process the news:1,The video surveillance system shut:1,joined the search:1|Craig Melvin:2,Atlanta:1,Amy Robinson:2,Oklahoma:1,Mississippi:1,Cove:1,Walgreens:4,Heat:1,Couch:3,Vladimir Putin:1,Vermont:2,Rebecca:3,Skype:1,John Richter:2,YouTube:1,Lisa Jones:1,North Korea:1,Bull:1,Chris Ford:1,Hawaii:2,Verdict:2|Putin:1|Ford:1|4|62bdd96424b37b07047ffcc0bd7d9638
2018-03-18 17:00|mnbchd|EP02877772|EP028777720009|MSNBC Live With Ayman Mohyeldin|spill some scheme:1,isolating the president's base:1,spent the trump administration:1,hire a hitman:1,the president's base cares:1,this president running:1,enjoy a lot:1,affect the U.S.:1,got this draft:1,suggesting president trump's lawyer:1|Twitter:1,Andrew McCabe:5,Vladimir Putin:3,Russians:3,White House:2,Trump Tower:1,Congress:2,Russia:9,Robert Mueller:2,Lindsey Graham:3,Time:1,Japan:1,Iran:1,Richard Engel:1,Syria:2,Crimea:1,Moscow:1,Turkey:1,Manila:1,Madrid:1,South Korea:1,China:1,Jeff Sessions:1,John McCain:1,Donald Trump:2,ExxonMobil:1|Putin:20||5|17d521f2055be22ea1bc44a8bb5d9ff2
2018-03-18 21:00|mnbchd|EP02479262|EP024792620038|Dateline Extra|Defense attorney Tom Schafer kobersteen:1,The president's lawyer trying:1,Tom Foley's defense team got:1,bring Gillette quality:1,attorney Tom Schafer prepared:1,determine Tom's fate:1,brought heath Foley:1,This boyhood hero wrote:1,Heath's courtroom testimony left:1,bringing America's number one shave:1|Tom Foley:28,Craig Melvin:1,Coldwater, Michigan:1,Fair:1,Mercedes-Benz:2,Bluetooth:2,Carbon:1,Allstate:3,Americans:4,Gillette:4,Boston:2,Robert Mueller:1,Ty Cobb:1,Vladimir Putin:1,Marianne:1,Perry Mason:2,Heath:1|Putin:2|Mercedes-Benz:4,Ford:1|3|233ea8b6f59ec421851eb2d1c34f40e8
2018-03-18 04:00|wabcdt|EP02387935|EP023879350515|Celebrity Page|download the music choice app:1,check Padma's new line:1,The wax figure launching:1,blur imperfection:1,watch tussaud's new DJ experience:1,Robin hallucinating:1,launching the museum's new DJ experience:1,achieve success:1,Avoid a septic disaster:1,dissolve this grease:1|Meghan Trainor:3,Steve Buscemi:1,Sonia Isabelle:1,New York City:1,Las Vegas:6,Netflix:2,Air France:1,Benji:1,Lara Croft:1,Nick Robinson:2,Joseph Stalin:1,Nikita Khrushchev:1,Desmond Tutu:5,Eric Bana:1,Grammy Award:1,Padma Lakshmi:3,Cadbury:3,Hollywood:4,Iowa:1,Alice Waters:1,Robin Williams:4,Gigi Hadid:1,Zayn Malik:1,Twitter:1,Gigi:1,Sarah:1,Bluetooth:2,Katherine Heigl:1,Mexico:1,Shay Mitchell:1,Venus:1,Platinum:1,Walgreens:1|||3|969e766d7a03fa0a960e91fbfebef803
2018-03-18 11:00|wabcdt|SH00402128|SH004021280000|Eyewitness News Up Close|drew the line:1,pull anybody:1,lead the nation:1,appreciate the Opportunity:1,provide accurate and timely information:1,talk the public utility:1,follow the money:1,Got that chinchilla:1,supplanting the president:1,the administration pushing:1|Congress:9,Richard Blumenthal:2,Connecticut:7,Bill Ritter:1,Florida:1,Senate:2,Sandy Hook:3,Lindsey Graham:1,South Carolina:1,Robert Mueller:3,Jeff Sessions:1,Saturday Night Massacre:1,Archibald Cox:1,Maui:1,Chinchilla:1,Consolidated Edison:1,New York City:1,Canada:2,Virginia:1,Maryland:1,Pennsylvania:1,New Jersey:1,Massachusetts:1,Louisiana:1,Kentucky:1,Texas:1,Toronto:1,Wisconsin:1,Michigan:1,The New York Times:1,Russians:1,Donald Trump:3,ExxonMobil:1,Twitter:2,Russia:2,Paul Manafort:1,Life Partners:1,Mourning:1|||1|74d5d7eade531e54e0733bc96db4ca22
2018-03-18 18:00|wabcdt|SH02612931|SH026129310000|Eyewitness News at 6|a reported bloods gang member threw:1,win a PGA tournament:1,the president telegraphing:1,began the year:1,received FAA approval:1,investigate the harness system:1,called sessions ' deputy rod Rosenstein:1,shut Robert Mueller's collusion investigation:1,Reporter Naveen Dhaliwal joins:1,stole this woman:1|Iraq:3,Queens:4,Rikers Island:1,BMW:1,Manhattan:2,Congress:2,Virginia:1,Russia:3,Andrew McCabe:1,Jeff Sessions:1,George W. Bush:1,ABC News:1,Vladimir Putin:1,London:1,Florida:3,New York City:5,Netflix:3,Cirque du Soleil:2,Cruz:2,Miami:1,Manila:1,Pennsylvania:1,Mexico:1,Brooklyn:1,New Jersey:1,Long Island:2,Monmouth:1,Facebook:1,Yankee:1,Luis Severino:1,Michigan:1,Arnold Palmer:1|Putin:4,Amy Yu:1,Jordan Poole:1,Arnold Palmer:1|BMW:1,Facebook:1|4|313bb4bbd1fe6cbfde7022533751e59c
2018-03-18 18:30|wabcdt|EP01949416|EP019494160987|ABC World News Tonight With David Muir|help her college basketball team:1,Walton County deputy losing:1,Cambridge analytica create:1,FBI deputy director Andrew McCabe interviewed:1,love this next story:1,rule Russia:1,restore power:1,maribel Rodriguez waiting:1,The deputy knocked:1,influence the way:1|Robert Mueller:3,Facebook:6,Pennsylvania:3,Cirque du Soleil:6,Twitter:1,Russia:8,Andrew McCabe:3,ABC News:3,James Comey:1,James Longman:1,Americans:2,Cambridge:7,Mexico:3,Miami:3,Vladimir Putin:2,Terry Moran:1,Moscow:2,Russians:1,Florida:3,Whit Johnson:1,Puerto Rico:3,Tennessee:3,Sam Champion:1,Dallas:1,Virginia:1,West Virginia:1,Allstate:4,Texas:1,Wish:1,Time:1,San Francisco:1,Atlanta:1,Costco:2,Seattle:1|Amy Yu:1,Putin:6,Yann Arnaud:1|Facebook:6|4|654e81c80a24d2163569515331e811c7
2018-03-18 23:00|wabcdt|SH02612933|SH026129330000|Eyewitness News at 11|The president's strategy stream:1,Jared Kushner's family real estate company accused:1,won the JD Power award:1,That officer's family shaken:1,investigate the harness system:1,The dog's family devastated:1,The school district negotiated:1,stole this woman:1,received FAA approval:1,The Mueller probe started:1|Iraq:3,Rikers Island:1,Toni Yates:1,Sandra Bookman:1,Brooklyn:4,Dover:1,Texas:3,Hammer:1,Chester:1,Robert Mueller:2,Russia:5,Andrew McCabe:1,James Comey:1,Florida:4,Cruz:2,New Jersey:1,Miami:1,Manila:1,Philippines:1,Pennsylvania:1,Mexico:2,Long Island:3,Kent:1,New York City:4,Queens:4,Netflix:9,Congress:1,New Hampshire:1,London:1,Puerto Rico:4,T. Rowe Price:4,Joel Osteen:1,Cirque du Soleil:3,Whit Johnson:1,ABC News:1,Manhattan:2,Facebook:1,North Carolina:1,Kansas:1,Ethiopia:1,Central Park:1,Connecticut:1|Amy Yu:1,Putin:5|Facebook:1|8|a2abe5bea2d9b3fdc3eab8f2787f8fe8
