etag|genre
0480a3a6b029d301b7f8c4e582261f1d|News 
f8a9293d20f776c4c50eada336775b05|Sports talk 
96828877df356791cf582f0441ab3069|News 
360db918a5df74fe3794fa0796ddb3b3|News 
6c0ccf130ce5b831e27cca40b0983bff|Sports talk 
28acf545f1ba0fc0d2bbf79d8398e6c4|News Politics 
484522dc115d586a4369d5fb9fe39013|News Interview Politics 
336f084e9778194fb74fb577e4cb8c14|Newsmagazine Entertainment 
701531d875112d103d912c9d7d5a6e6e|News 
b6a57f4ab7e562502f5a2981618d9487|News Entertainment Comedy 
d34df7ad1b477ee8d0c3f46ad4fea798|Sports event Olympics Skiing Snowboarding 
5f9886acba74ee26416e7337214366d1|News 
3fcc48c29033877efbabeeecc349b824|News 
bc8ef4c64fc550ed00d56d74c8e47a7d|News 
68b11902b65a87987729012cf59e1260|Newsmagazine 
44dff7d84c024393eaadf64d2fbb7ea3|Sports event Soccer 
da4fbd0598d62ff9ac0403156719ee5f|Talk News Entertainment 
b0db9c916606d947a7ecb4ff837dfe7e|Talk News 
e4ba94efbbf9a82479f9598ba1b128a3|News 
ad2001b65e4236b3d0b0bbcd15d2d393|Talk News Interview 
f8d7f15643c1c164fa1b2b4565b91511|Newsmagazine 
0d68a60a468e82e16b54b6f8d482cb7f|News 
03c885ee1baf6efe501bb0ad770eefc8|Sports event Basketball 
a5cb9aa2bf2f0a0c6a1a2f7797f0ec98|News 
fe4a336a9b0f6432456bc5a2f974d58e|Talk News 
0e58f782455cf05e6b76fa47efa2a1f7|Newsmagazine Entertainment 
1d44eb76f806e3694f565473183c7f87|News 
2e444ec19c613e95fe594cb8b5c2ccf3|News 
e076bb64f82fa7c2a9f623e03915f78d|News 
52379a4d6f137dd7bc2a9fd03a5a2678|News 
72c86eafa857acad3c58bafd206635bb|News 
5a6a7b8bc32f3c74daeabe2ab23c0cd1|Sports event Hockey 
f2b42244c414e8d00e0e248d6c91bdc3|News 
3e9fa280d6b5ea4c130288117af85184|News 
da5e340c0cacfcde75cdde4a4148a1dd|News 
4ea96234377669da77844239c0caf56e|Sports talk Interview 
7cc3a3baea4993a28b50e3de096390f4|News 
6577914fffc1c183734b045463492b91|News 
53830adcb72cbe5de87628e63e3aca86|News 
c3e823856ca6c51e674b12a2e90fc6a5|News Public affairs 
d90cebfcb180dbfd589136486f501bfa|Sports non-event News Sports talk 
ec00fadeeb15ea855e089f7fa57c1cb0|News 
dd3de19e075dbfa64270b8103ecaa528|Sports non-event News Sports talk 
18ed2b1f13b686e15416cfc5e32acfdc|Newsmagazine Entertainment 
904fbbe246f64b15d46d65f14ce84b18|Interview News 
d4b97d8aae3cac1eac6cf1f18eaa13e8|News 
3499a77ea0c9ca8f965599f9bde41adf|News 
c20f9cde642958d2fe214bc1d021c8c9|News 
aac0695e106e4ac78726b4f2469a9dff|News 
1fdab99293897b7244f6e73ff6baa71e|News 
6ba398761ad70bafbc4e7ccf6cb0025f|News 
0341c3bef0c2833666cd401aadcb6e80|Talk Interview Politics News Public affairs 
fef063fb907035e3bdfc5d17de286198|News 
bbb956e0c8a6c1560b726dcbaa1427d9|News 
9bff1916ee215311aa1d91613fdd82b6|News 
aa5b0faad4736c8c4dea0f2b1d7ca60b|News 
0b6a92ef772c6b2e84096b08709eca19|Sports non-event News Sports talk 
d4eb123c35d1dffa97afbba34e6196e4|News 
d7977a43e1a6792ae2e21d8b7f5fdebe|News Politics Interview 
95b4107d220de34b579dbe150757dda8|News 
da6df03e40748a218ab92ab85284c59a|Newsmagazine 
a978b31f12e3209987221a711cdb29a8|News 
5aaa3fe32c8217ee025d62f596aa7c3f|News Interview Politics 
11d30baa26b6d44ac4dc74270e098566|News 
e71e5ecc5248098d4a7e4ff441facf60|Sports event Olympics Skiing Speed skating Skeleton 
00b2f6ddd4359f8939b78eacd9f9467e|News 
1bb3cfce156f24e35c852dd56faf67cf|Sports non-event News Sports talk 
ac2779a31425cf2515e8dabe5b630628|News 
81d41f0bec3f3e1c97884185027dc4c8|News 
cf19b209dd648b3adeeef208f7a959fb|Newsmagazine Entertainment 
14ad468c687d1f9a95a1895f5e58356d|Talk Cooking 
75c2808677dfe2a8dcf85ac1bdda2ca0|Sports non-event News Sports talk 
1211cf3b3f710d4d18e990e357909209|Talk Newsmagazine 
a1a3471d47cc3f66cca552de635c2e62|News 
e1623956f32d35d9ec4b2ffdf3ba8f2c|News 
bd1eefaa0f74d534ea52f10715d55038|Sports non-event News Sports talk 
f4adf71fcd0535972b4606f112f89529|Sports non-event Anthology 
2d71f4b4ece9a3c4fc1f1a971c099614|News Talk Public affairs Politics 
400b254b539cf1afb0a5e7c4b572114b|Talk Comedy 
3be7356abfea1e8f0f762bf8af4d898c|Newsmagazine 
1e6a4d4fccd31d7f95053bf857cc055d|News 
cf7cf2e40fb8ffb0dd743cad14c97d83|News 
85f9c7891ee05a24f15580f9b1646f3e|Talk 
ff19388f8266982e2ae83eef74cbf100|News 
b742249e331fdeffe480edd2236cc8bf|News 
54c91a4a98153177a0aa8ce0c73d7202|Sports non-event Newsmagazine 
50857d540bc002a2da5c293917684d60|News 
1a4126d856a4449d47db5f860a840f6f|Sports event Basketball Playoff sports 
aa2f5e2acaf9ece152cc5193e8072e06|News 
8d05637f79e16b6493faa7dc7e1a32fd|News 
cf3afc81783da9df714b35b48e7b762f|News 
5626baf4652ed46e59e1f8bd70246e58|News 
a318f0a32302308ffd5d2b5d886a4e3f|News Politics 
c1e0faca04ce0675df4fe352cbe1fd72|News 
b2a9e5747abbda73b6e416f10a966212|News 
5b8ae3cd4bf86c42464ad2c160dba6a6|Talk News Bus./financial 
64433d73655497334def0594e6877c5b|News 
315c73a6e73e2b75f9626dd880dab50b|Talk News 
8446774e19e25e34d57d1202ea8ed1ec|News 
c34bb3df0755c2f4a8e74ec7bbe36190|Sports event Basketball 
c1921ddd322ebaed436bbe90e480c58d|Sports talk Sports non-event 
04c693e9c4bfd2a79d13c6024b9f9834|News 
af3343e7f8f95fded7186159fa77e5a6|Talk News Entertainment 
38490231fa35b4debbcc33fba623d2ab|Sports non-event Outdoors Fishing 
0f41ba0307602a5b4655baf9a2daa6a7|Newsmagazine 
f4a2b84d3c0b98b0235ca2f295693f8b|News 
2f4bee434854d633edd38a1e0c7c7222|Newsmagazine 
27c2bc7309db643bb33d69828b8297b6|News Public affairs 
33c40ea6d5bb82a51acff314c172164e|News 
2a6b9927afa1c217839355521fed30e1|News 
de514e08a54bf1372c8e1f33413ee052|Talk News 
9e90c873258a135d2426f4989ec2b64b|News Politics 
53fe4763330038fbf62f59a4f6a9fdf3|News 
6da93d33fd6d80dc2e9ccd927feb01da|News 
b50d839d313409911e513ed7c666ac9c|News 
7a704ab0918110436a2df078bd3ddde6|Bus./financial News 
af4f9f692a500960920b56ec06011519|Talk News 
fbbfb149f9fa8b670a854031ab4001ff|News 
4bf51178b585f91d7fa3a7da3e71cd3b|Talk Comedy 
0de7b0aeea06b4f8c956d16657102159|News 
4dcb69b009f1e0e586de10772ba2bf66|Talk 
fcb49b452b22c76eaec01c7183956616|Newsmagazine Entertainment 
441576367ea32287eb7c5e3ca8d65e6d|Sports talk 
8ab6debb359c1472acdd5c2bbcf6c645|Sports event Basketball 
28e1d3d856fce112e8547c243a8e05bb|News 
d94e0e29c16db623ff0b53ab652d9d82|News 
c2ad5b22b81e40b88763f27b0fdee5f6|News 
1d018b5a7965280405ef050bdf0532be|Talk Comedy 
da96abb9dc3755a418a6e3a524106148|Sports non-event News Sports talk 
50cd9914b59a4b8f5761ff9ec65faeef|Talk 
baa63b8230028f8d06149bfbe63af6a2|Talk News 
fe83e6bd82f473974198d1ac1eade197|Documentary News 
79cba9c810d99fe1af580a14b71c5ec3|Talk News Interview 
64afa89b1683ad1df2bd989dcabdc6c6|Talk Newsmagazine 
b46e906a3725fa5fcee2fed1fa1f6d2a|Sports non-event News 
55913d2b9f020fb07a4c706a25b18e87|News 
8675d15af4012315fa388266b0595f66|News 
6466eb2fd900fe040d858b95640d2e3f|Sports talk Sports non-event 
65905c00c674fb7742ce7e5384a28900|Talk Public affairs 
c147770c3d4ef8853fc9d5a9a13db215|News 
bfa96d988e90ce577a5dd8f749e37dab|News 
5b367e28b6b672f410efc194e585f495|Reality Sports non-event 
bd215fc74054dac0ca8ed29a9896a7d9|News 
98f856d2c35bd2303b29400db998f192|News 
9e4c6ae13329b055d3a646e77ca75161|News 
b93f16fbbc7eb463d6d4e3bab0568f7b|News 
80503c41a40e153c4f9c510e83699447|Sports non-event News Sports talk 
9748ac16c5a69cbd696e5b2e66b606c2|News Newsmagazine 
14c78f6b10072830a96b3018bc0355e4|Talk Newsmagazine 
b00a2f1e33c2b5367a3c6819a4d5d9e2|Sports non-event Football 
5306c427873fc2d974f9bb8e10991c77|News Public affairs 
e4231e9a3707ee0b8798a158725beb6a|News Public affairs 
418049fa8e0d4c079a98a3b1659f4449|News 
90ff3a3636c22ccd52d44fa6c6ee55bf|News 
603fa05d6dcd5dfb1480cfaa826e79c0|News Public affairs 
a9668e0587b1955c6b07917f92177bd5|News 
b9ab28c2d32a41a24db01edd7da5fad7|News Newsmagazine 
5046f5fee31aafcd4b69a8d82eac8266|News 
1aef2552fbb3b7847bff81bc9930896f|Sports non-event News Sports talk 
81978058590405de42b7ef75f499b776|Sports event Basketball 
b1961a4fc9e42c146fb42f7d9761a0ab|Sports event Olympics Figure skating Skiing Skeleton Speed skating 
47d2c637226ca59ec8c72e5e5a1283da|News Interview Politics 
27c8b7fcde60e8b7acaaf973cee47ae5|News 
182381af6290b109e6a37ff2c77cd1b8|Talk News 
6143d6e837797c5ad1d76fcdfa3bc55c|Talk News 
90666e787e6d0883131efa67a84fc9b3|Sports talk News 
104824db89fae9f344d6a021a9f26201|News Politics 
6f5a758ff4e52c28a7c04e740094f309|Talk Comedy 
f19b1f4cc63df155a63159705b572185|Sports non-event 
887cc2c4e2cbe89d12bc061f1dfc0b8d|Sports non-event News Sports talk 
ab62514722e699ba8a190b5535f6cec8|News Politics 
3b7564ee092533a71188d2e5535a281d|Newsmagazine 
ba81ff239c673e2e1d48273f6f0663e7|News 
ae937401dc62e526458c89cff80b3024|Newsmagazine 
aa301ff359f933dce1934b27fac4cea1|Sports event Basketball 
be7af6a8f75a43498885c790eaf05cba|News Interview Politics 
fdebc0b3b4c91cbc3f4caa2e10a51451|News 
59fbc06066652cbc1e3cd6a808348f08|Talk 
7be74024137c9aca3ce6a9857458a947|Talk News Entertainment 
7627f9e6c70e67f33ff72bde5cb12cab|News 
ac389c2a685cdddc8b73d3602b42fa9a|Talk 
f2207a04086c9eb5a96340f8eb6a3132|Sports non-event News Sports talk 
5491d7e465e443b84eabc841eb82e516|News 
12ec52fe0caed43616cc89511a02275d|News 
a9a5b8695b01c8501722e7d5cb93544d|Talk News 
7ace89f0627425dbbff68480420b610e|Sports non-event News Sports talk 
750a29c76ad3051571ad38071788afa0|News 
69297674be65735f422806bd810c13f4|Sports event Basketball Playoff sports 
85bae9322c64e7dbd9440a6658f7eee2|Sports event Basketball 
61d692dc47418295a15aeb094f441b5e|Bus./financial News 
5a3c8807ea3cce4c75ad1e208a3fe3d3|News Politics 
9152af6b24bf6bce2e7d9d07e06cbd31|News 
9e2db4452a779f0302df34928b3fbf13|News 
a72198b52e0e81309ca3662e6682bc30|News 
2b217aa69c7a9305eab845628716dd02|News Talk Politics Interview Public affairs 
835f79ede0e4f02fb789e47e8982289f|News 
d1114e07a036f4c2f28e87978c538310|News 
c65e854054e6362a095ab43fd2882021|News 
ef79c59e8d3fc1e5758a44493a735595|News 
51a7fa2e99d1950cb290f1d606185376|News 
c68b4582da884f7d77251a5e4fd4c92d|News 
fd33e556d9b6008ffcd463f850937a27|Sports non-event News Sports talk 
ef69fd380f78dc2bbe186ed39cff0f0f|News 
f69673466cc688582e0c5f85d422b335|News 
46bece88fd6d52effa12585be57a4822|News 
d548adfad9159c478816c66b1dd6bb8f|Talk 
3282b038fd01b4a4de43fe03f874debe|News 
d194efcc5142d414424abc015584ddaa|News 
9ab46cca06b2c093f53282ee6c75548c|Talk Comedy 
3e1e819f9c7ffafa2df8cab6c36a8edd|News 
2ea252f448004bc064f5f0a647b20395|News 
2880946dacce7f187125c5c092c8fae2|Talk News 
f2429991dbeaa907c5555c0c646ec1b2|Newsmagazine 
f8ffcae3c19277a9a629003c20226789|Talk News 
056e9bde3452023a7e93fe8d62700795|Sports non-event Newsmagazine 
f9d4f801f80bd9135d44f981f43c0f26|Newsmagazine Entertainment 
b06e5e1f94adf9e5c1c04c797343a57c|Sports event Boxing 
4e3f040c0f6c8fbda99eb7099e2aedee|News 
228741e4d0a06aa61f75bb31a533d9df|News 
73b559824b3a06006137171f2f634bf0|Talk 
5bc3fb319980a928558b8f7f90788189|News 
7c411fef27a60b6551fcb78adff77186|Sports talk Sports non-event 
8001df0859433b9b7ac1e0d3274cdce2|Talk News 
9f55d57d391e73cfeccb837a6d30618b|Talk News 
f2e8ca6c34424454c41b2b2baf1b5ba5|Talk Comedy 
8da100c41c2cd810ead4ff3399e46e29|News 
732672c4761ea669f0c4ec3387fa99c6|News 
c13153c2a24313bffdad69c0a8ed643d|Talk News 
5fcdc62c5cf739d72ed4035648b826c8|News 
2387cbbb1e658c71449ac3fe4a26535c|News 
bd6413d1d3760fc7cea5e256756f55e4|Sports non-event News Sports talk 
123c8adf8a7e00755ccedc9fa2b8c068|Sports non-event News Sports talk 
16771374f1728ee68860526bd6a28872|News 
828e51375377d99b487dc351df7a6ce0|Sports non-event Outdoors Fishing Hunting 
a86ff54870d3210dc2bf9af60f27d2f0|News 
508c104973b4f55609418803635728f0|News 
677f37ef8905ec39782bc778ee17e2ea|Talk News 
d79f423eab6a45cfe39e280354eabd59|News 
e5219844954b5b2310af302ee1c04652|Talk News Politics 
d3d56684095a57d74c56ea9c599909a2|Talk 
e0ac41044ef718ce4da9a3ff89340fa9|News Politics 
ca42d4ba663c5432e124eb942b40394a|News 
f5e8c8243030e8d184afb69827df4927|Talk News 
d2da80c908542cab2bc46ebce09ce113|News 
15330106cf6fc55b0b74e5c06a3f2b64|News Politics 
4bcec45e1baea5852e600d99704cd079|News 
4facda377617fe3ac5c7f31336df9eec|News 
25c119cb51824c5496ef9515893ef0b0|News 
94df4ae85d5fac5b3465e380626fb646|Talk News Interview 
1d701f2e76720b879ff3bcdc6cf48cd9|News Interview Politics 
2d00739ba27922b43d94eb5c09e88374|Talk News 
4683908b5ae635f503cc0c12fa7309fd|Talk News 
b51ea96c3567e5e6db3b2c6ff52067c9|News 
c7f22b48fd046b668a126e079d1f391c|Talk News 
251ea4e04b23aa1d19c5930dce023ec6|News 
d5a5ce1dbc4245644741bdc42f6ce712|News 
7cc3d3d115576721c677279ef76748d4|News Politics 
6707666b06ba96dfe99ecd1bb90d39a9|News 
f7549d438b45ca948158b7f6dfb48e5c|Talk News 
045ed9938a3e7648e57ec79c092bfe52|Sports event Olympics Figure skating Skiing Bobsled 
46e7645801997ab1cb3ab922089c98a0|Talk News 
69891a8c213dd4a7a3c413b7b2ce2e60|Talk News Interview 
d837694a9139c4d1b1c055059f425888|News 
eeaf91c421623741df0b6815b5ba3766|News 
e72364974bb5f1041892539ba91920e6|News 
e460d9002cff314627d2586bbf0b695a|News 
9efa1ebdccdd0550488a74f0bdf6fe2b|News 
0bdf5f5cf6c212900838f89a87dc855b|Sports non-event News Sports talk 
8035a908beaab7d73c9a3cf36f5d47e4|News 
71d52b7366b5b54ad52aae9050228c5f|Talk News Public affairs Politics 
74b411e05707a1656ea1ea11d9f8af91|News 
afbf834b3dfba7ee5846fcad58131fd2|Talk Interview 
805f03dddcf47e36b0d46afcf5fe8cf2|Talk News 
d21426b05b2870f6b2506ce1722b2d5a|Sports non-event News 
4464ba739ae4465aa04211ff2489e5b5|Talk Interview 
e8d40484fbca0e0aadfb6d8e1658d6e3|Talk Newsmagazine 
d0b1a48f12bcc2da46725f812e1ac33d|Sports non-event News Sports talk 
79853032ef553f771e4bdaa8d1b3848a|News 
a4952efcc63e216d07306ed5d80fe388|Documentary News 
11713e054d767b18772880d9f70fb5b8|News 
1cffa81dc636a3870ee3bdd6d7466799|News 
f1bcf1290e8619132d391151b807f623|News Newsmagazine 
4aaa74774e12590baa26f35cdd80b5c1|Talk Comedy 
2348d1453a88a9f27631752cbd555ede|News 
321de73687ac93b78b1990486963447f|News 
d0ea417e51d36b3ca520b8fdabb5e813|News 
fd2765d4477d1cf75d20cfb2e3af308f|News 
122a53838553e9a0484e3261f24d810b|Interview News 
6109028354d04d54010c39e791df585c|News 
c7283652ba2a2f3f65e7b2be955eb941|News 
fdfe82c04106a22e47c942fc02f6a3af|News 
2f781e327188158eba48bfa3bbecde3d|Sports event Basketball 
6d5a94c76c097bb11f913ce507927a2f|News Interview Politics 
0330861d329db31da2b9da7c1a766f5f|Talk Newsmagazine 
8e720bd5d91f38ee0e2bc1498f2d413d|Newsmagazine 
bec33218eb3f8a51468b8516596b7d9e|Talk News 
361b374377d68db80a63437563926ca6|Sports talk Football 
cffff3ee575ccdb5e16f848d80b9cf6f|Talk Newsmagazine 
777cbf55ccf837e517540bf1fd4bdc27|Talk Interview 
be580ae98a4ba8ef4e67a7d543a9d27d|News 
c3a84b63c17bc79e0fb9d2a44afeab85|Talk Comedy 
6e01d41a881acef824f1bea6a8e672fa|News 
323138207271b1d950cf18c0e746e3b9|Interview News 
4c5142626f1694706492fa5591ce2c86|Sports non-event News Sports talk 
c60029c9e89422feb2dbfd8b6e0826e9|Newsmagazine 
e0b3df20df0d90ae37e69aadf8e51970|Sports non-event Anthology 
0cd2745b74f55590f83a186b43d1d096|News 
bd03c1474b41799306a786076521eb2e|Sports event Basketball 
706368cea11fe7906ce28f029597538f|News 
77341d0cc29bb72f28ecd2e403c64497|Talk 
36b61be0660cb34031a2e46d05e9d448|Newsmagazine Entertainment 
f40d97aa35d5bddf872c15370ff0db74|Talk News 
8f6d9cd0275e7369a5a60662be6c21ef|Newsmagazine Entertainment 
441a464afc9b8c8f71213c34d19669f2|Talk Entertainment 
67f86cbb8a1fc9ed3946a53f59ca279a|News 
6149a341c3f0fc13005423ae82602055|Sports non-event News Sports talk 
3fc222bb3367ebeee6349e52d3478110|News 
aefed49c8ef926b20e26b25d624be58f|News 
22b41f315415878ae6b9c6e9840a177b|Talk News 
f165f5578ed900201d73b4275af1b763|News 
ae84ee026a3c2d181234316e8ea99e86|News 
ef021d9413611efb955999d4817dced7|Sports non-event Documentary 
4b4baf0ead6576aa47c312e9355f9046|Talk 
034920ae123e307883669ee4d5094dc6|Sports talk News 
fefa7fe42551a0778bfebf7c9662ec37|Entertainment News 
b118b543cef8fae7db352d18d25f999f|News 
b49356095394c8e60304158afa0f3ee4|News Politics 
ad27e5f61b55c6b74d0d0e48a818c9a6|Entertainment News 
76e88513774c5dce159515411afffc01|Talk News 
d7b6b4f8f777c215b7409306ed4fe595|News 
b0af059a58932513c7b33dd27c9c774d|Sports non-event News Sports talk 
63f49581843f8e0b7f7ac88def8f4f43|Talk Public affairs 
f3cc669ce5b47c016b0f17183487a071|News Politics 
0bb00881be194dd2f3b2531d9c1786de|News Newsmagazine 
66ed35c83ebcd8eaefe7a5b9b6998b00|News 
e64f324e7c700be29297b62aa1d6bc77|Talk News Interview 
83db4e4c5c73cd7661aa1ba4d05dfd31|News 
2bfb5f99056f66ab1ce6097a0767cdf7|News 
d3d84c3ed537ebf3a2c563d078c045d4|Talk News 
15fdda52a361cba40aa573c55c15844d|Talk News 
f2d4aa278388977fba9209a471fc5c85|News 
74eb22a192dce8599e1bcd33dc516ac4|Talk Newsmagazine 
3c7101ac1c9eac923d42fcd664bb8a49|News 
6400cfaa72a749fcbe7cefde9e1805b2|Talk News 
19bcb462d15266cb139cf108e32331cf|News 
5efefeb8dfc075f02849fc421aa33598|News 
905a5789ace872db3084cf878f89d67d|News 
521297ba5d46f77decd5227cf9f6961d|Talk 
e16e0cb4de16cdbe99e5030bbaf1ea64|News 
c7e6ea08b9905d7ccb9b5022005f7f29|Talk Newsmagazine 
f099a9869095b6045d00d92b1736d932|Sports talk Sports non-event 
917f317af5a5c732f56682bff98c5598|News 
ad4e6e5bc20c5ef14524b11cfdf3d370|News 
4463cfcc86ae9a0e9bae5ca23881fed0|News 
76e4cac554db715883357b46e9ddabca|News 
c2c5c14aa93b89666aa7e11bd123b4d2|News 
2cd070ac2c67b33c13d9f9f1121dbb20|Bus./financial News 
5b2dae75492575f06675b2a7a0d78398|News 
d9990c7d5742391b0812e4adc289d1b0|News 
e8410f6d62116a7224cc889739d2f291|Talk News 
d4d6f467afa4399fbc233a6f1aa00898|Talk Comedy 
e5fb342f3beecbe5c96cc9d5c0efff03|Talk Interview Politics 
53c3881eb85dd86b3cb2bdc179a395b2|News 
dc3d59076c3947455616010c3c9257c4|Sports event Basketball Playoff sports 
43c57aa42a6591f98ab84c33d931575e|News 
40b28f4748f1115b9c5d1cb388cfb053|News Talk Politics Interview Public affairs 
4de253db5f7cf057e2293b24db7f8f2a|Sports non-event Football 
90368a24e147d697cb729f03bd46f5fa|News 
e482d8d879c642b2361098874bd23bee|Talk News Interview 
482d7187d5232b273b8104e017889243|Sports non-event News 
f0d6d472840535754bb0e6a4602a2896|Talk News 
ca17ec0a7d53fbaaf5bc4e99bc3f7a04|Sports non-event News 
81a99946cf6fd3d978ef542f678e4197|News 
54acae364487cf21f3cfa4cbd7efb0ff|Talk Newsmagazine 
545a6bb154fb13b085828bd3f1661f82|News 
7943970c9cad79ba198a060e0419f541|Newsmagazine Entertainment 
17ff573d13f141271b5737d024021226|News 
5453081cfdc3bfbd7a4580ed2b8d25d5|News 
477e28c51669dce10771a42d7dee73ce|News 
58b22503ce3374728f0bd0dd7af2b8e2|News 
024bc8d7abd635e795d3dc7819a52453|Sports event Basketball 
896d84f2dfd2525c302cdf89cd4e4a71|Newsmagazine 
d71a79231b60b446d78aab3f76f9a910|News 
354df5341dd3b539a39e9227e2cfae39|Sports event Basketball Playoff sports 
7a6b47a9d17e98a646e1f0d896fc16ff|Sports non-event News Sports talk 
9cd22e2e4eabcaddd06b8652f7d14f56|News 
96cde7ca0927a3b098c69ff7709110bf|News 
af413888beffd82f4de45e20bbddc3a0|News Interview Politics 
9e5ca4bf2417593c11defe46832be9c5|News Interview Politics 
75236038b446d8f7fcd6ffcff7f2c67a|Talk News 
534ac08eaa8953d954eb252a9fff80a7|News 
8fc885fb21a43d650143f44906eaf0b5|Sports non-event News Sports talk 
ca898558d681aadf9053e9f5b447f469|News Public affairs 
7090a9e86cb5605e4b3d6f8670dd60da|News 
912791035bdd152ee528a7a0826c1d09|Talk Newsmagazine 
a5d3868f900fc3695101ad20b799e6ac|News 
e4c0b0bce9d8cfcdd61d3c02f91e9993|Talk News 
469b3db7857cfd924bb39c117bb1da92|News Politics 
cfcd3edee1115e1c75d3a2fd8195d759|News Interview Politics 
1e820cc7e63d7fc0ff2f263fe1a3eee9|News 
443789cc22b44df72f2a9607622743b3|News 
bbd8926734aa82539c52cfac8ba39ba0|News Talk Politics Interview Public affairs 
5713f0ab3cf8e606d12a6687823ddbcd|Sports non-event News Sports talk 
cbe03677adfe8fab6db0fd8ddc9d7967|Entertainment News 
ac503b1a7a70f0174d2345fc75d7a8ef|Talk News 
0932bc9e11636a3fbe318f380f5e08a4|Sports non-event News Sports talk 
1a3049711dc167e1b894c89619c5fd83|News 
bf54400662bbf2646352608ad5ea4ff1|News Public affairs 
559c5068ec6abe177b9949d11e764062|Talk Public affairs 
10e498c954791bc87fa0bc15d639fa4a|News Politics 
67a84e80e109565e9e9e5f9c19f886a0|Sports event Olympics 
61b56ccf66195285a224ceaeed30fa58|News 
66772901b5640d40ebe00ac4bcb68616|Talk Comedy 
defbf93d703571817b5498823d1277f4|Talk News 
f8a7d0563a739e7fc925a4f3dc85718d|Talk 
7b19ca46c9aa94bdb7bc633cfe42750a|News Politics 
e6868d4338df9f963fe5d11e384bf8d0|Newsmagazine 
0b528f67bc692a84433968c8f052915d|Newsmagazine 
3782f8f59bde1ba1746b08bad0ce528d|Documentary News 
a7d971dad56b3413223cdeb5582e235a|News Politics 
2e0e2d700ad5fdb24d5ad9b30532ab6b|Talk 
7b6d735107fb0a944abf5b944bfbfa72|Sports talk 
a447700b13b6662c3f0b769659ca9739|Sports non-event News Sports talk 
c0a21048f3507610ac82f2b5b8720919|News 
8a87dff1c31c6d8b0dd88efac6a7b50e|News Interview Politics 
ce83a4ae8b620e6de0a54dc352da22c7|Newsmagazine 
236c5c54496530d0937fc55cca898603|News 
18982e7b19f4e98cfe8b3556db7d61a5|Sports event Poker Card games 
554ed07806891a7b641d44e4a627a7c7|Talk News 
534514289eb93acf71b29793ac2f4931|News 
8637212d3e5ac0a182c6aff0e271f626|Sports non-event News Sports talk 
98721d9e00bfdeeea966e4d4c747a293|Sports non-event Outdoors 
cbffba9676267db69dbbc500fc77df7e|News 
675fef5ca1ab16c440418bd2ee347429|News 
d51b6fd75161271c4d27be7e15a6943c|News 
863abd7ac96da916772a5cb31f1ca6f5|Talk News 
44bd98a3d2bc6b43238bedfe4ae67a72|Talk Newsmagazine 
7de616449a1c942fe3747dedc9b1cde9|Sports non-event News Sports talk 
6a0ba22f91b7b5e881ef9771f7f7ab36|News 
03c316c475233e4c71bbaa5d912aa568|Talk Comedy 
9f6f1b98c8d49a921301583b5d5ac14b|Talk Bus./financial 
fd58002814786160e2d8bcc86ea869f8|News 
3dba4dbbf9c789151aca33b89c4e7d76|Sports non-event News Sports talk 
899634cddf3417bac3e1b99b54b85746|News 
cc7004f7408da779bed42fcdab0e269a|News 
f994ea4cc3aeceada66cb20ae9c1494a|News 
d5f46cae9cf25c4948897e502c471683|Sports non-event Newsmagazine 
2d0b5ecd50e5cf832501a043233fb405|News 
6d38f4f3c1b4fc46feadf436f08d6f05|Sports talk Sports non-event 
5740df40ea4ff78b6a047c585a6b4295|Sports talk Basketball 
ad5bbe430385e04a53b9ec9457ac236b|News 
d0c961a3024b96a8cf0292c9fc5b3ee7|News 
645be76c966795f2abb8737028cf8ade|News Politics 
49c718db74d31108ea4bfb00cdcba114|News 
0ef57402e26dec12d49bb3d4ff2d381e|Talk 
bf2fcbbdbacd0e37bcb3f2ef1523d3e9|News 
186f7863df8c8648ee34ad3fb75a6689|Talk News Bus./financial 
4363e80d96e0511ff94d347d7475b2ab|Sports event Basketball 
d8bfd1039c4b8c05d6242fe27488b923|Talk Comedy 
24e59d6a2d784dc787a692a1f7aff6ce|Sports event Basketball 
d67d36801e9d899ab65701fbff75daf0|Newsmagazine 
9b4f404edd8d6937d2687e702f744c2e|News Interview Politics 
172416fa804f638e09e931dd4f8a0083|Talk News 
67e087461716dc7ccf84e84301c75723|Talk News 
4a2ffe5623a22285ed26ff718ee2dd44|News 
eab1a51125cd4c5e96daf11e67ecd520|Talk Cooking 
2f5cabec42b5cb3a867688ccd4b39e49|Reality Sports non-event 
438b6a436235c76db5404932382dff52|Talk News Public affairs Politics 
043ebdb18869c5f42f74b0a1b2f506ee|News 
a72c365ed9d78bea2e992bd791fa988a|News Politics 
15cc428894f92c7c04f4bc2a386f6131|Talk Entertainment 
c859c4bf10a4a61524718d2d84adccb7|Sports non-event News Sports talk 
4eb2f701a2a446abec967dc59d917827|Bus./financial News 
2a1e8e2367d400d60625440ee8954188|News 
c98aaa82fb633c8d00d917927c2cb8c8|Sports non-event Football 
f3943a41cf214a1e1925e126244b0e0e|Bus./financial News 
7ef7e0d9d90b4346d36d5ede7826dd9e|Sports non-event News Sports talk 
d6aa143fc0699d5ed96789e27f6bbe55|Talk News 
3748153b186e500c7aaa25ccc861c3b2|Sports non-event News Sports talk 
2e432dc42f80e3c1804f878e7b4759a1|Sports talk Soccer 
